temp,windspeed,cnt
0.48,0,4
0.48,0.0896,15
0.5,0,46
0.46,0.0896,137
0.48,0.194,316
0.5,0.1642,171
0.5,0.194,62
0.5,0.1343,52
0.5,0.1343,53
0.5,0.1642,74
0.52,0,92
0.52,0.1045,107
0.56,0.1642,207
0.5,0.4627,322
0.48,0.4627,240
0.44,0.4627,219
0.42,0.4925,182
0.4,0.5224,132
0.36,0.4925,111
0.34,0.4179,68
0.34,0.2537,44
0.32,0.2537,16
0.32,0.2836,4
0.3,0.2836,8
0.3,0.2836,10
0.3,0.2537,25
0.28,0.2537,75
0.28,0.2537,205
0.3,0.2836,374
0.32,0.2239,229
0.34,0.2239,130
0.36,0.2239,168
0.38,0.1642,213
0.38,0.2239,228
0.36,0.194,185
0.36,0.2537,215
0.36,0.1642,308
0.36,0.1343,446
0.36,0.1642,368
0.36,0.1343,204
0.34,0.2239,143
0.32,0.1642,74
0.3,0.2836,36
0.3,0.3284,39
0.28,0.2985,19
0.3,0.2985,18
0.3,0.2985,17
0.3,0.4179,8
0.3,0.4179,1
0.26,0.3582,1
0.26,0.3582,5
0.26,0.3582,7
0.28,0.3582,20
0.28,0.3582,20
0.26,0.3284,12
0.26,0.3881,27
0.24,0.4925,50
0.24,0.5224,30
0.24,0.4478,29
0.22,0.2537,41
0.22,0.3284,22
0.22,0.3284,31
0.22,0.3284,43
0.24,0.3582,39
0.24,0.3582,47
0.24,0.3582,50
0.22,0.2239,54
0.22,0.194,36
0.22,0.2239,54
0.22,0.2537,43
0.22,0.2836,50
0.24,0.3582,33
0.22,0.3284,11
0.24,0.2985,4
0.24,0.2537,10
0.24,0,22
0.26,0.2239,80
0.3,0.2537,147
0.32,0.0896,178
0.36,0.2239,240
0.38,0.194,314
0.4,0.2239,345
0.42,0.194,300
0.42,0.1642,290
0.42,0.1343,320
0.4,0.1045,245
0.36,0.1343,213
0.56,0.2985,153
0.34,0,92
0.32,0,79
0.3,0,71
0.26,0,37
0.26,0,23
0.26,0,13
0.24,0,3
0.24,0.1045,3
0.24,0,6
0.22,0,18
0.24,0,86
0.24,0,227
0.28,0,372
0.32,0.1642,211
0.36,0.1642,105
0.4,0.1343,128
0.42,0.2239,170
0.44,0.2239,152
0.44,0.2239,141
0.44,0.1642,168
0.42,0.1642,272
0.42,0.1343,486
0.4,0.0896,422
0.4,0.0896,238
0.4,0.0896,172
0.36,0.194,116
0.36,0.194,85
0.36,0.194,52
0.36,0.1642,21
0.36,0.1343,11
0.36,0.1642,4
0.36,0.1343,6
0.34,0.2239,8
0.32,0.194,18
0.32,0.194,93
0.34,0.194,254
0.36,0.2537,419
0.4,0.1642,222
0.44,0.1343,135
0.46,0.1045,117
0.5,0.0896,176
0.48,0.194,167
0.5,0.2537,150
0.5,0.1343,186
0.48,0.1642,298
0.44,0.1642,506
0.42,0.1045,460
0.42,0.0896,313
0.4,0,209
0.36,0,127
0.36,0,96
0.34,0,72
0.32,0,19
0.3,0,10
0.3,0,2
0.3,0,2
0.3,0,4
0.3,0,27
0.3,0,92
0.3,0,251
0.32,0,472
0.34,0,228
0.4,0.0896,133
0.42,0.1343,144
0.46,0.1642,189
0.48,0.1642,161
0.5,0.1642,172
0.48,0.1642,187
0.48,0.1045,266
0.44,0.194,553
0.42,0.1642,479
0.4,0.1343,282
0.4,0.1343,182
0.38,0.1343,168
0.36,0.1343,106
0.36,0.0896,57
0.36,0.0896,31
0.34,0.1343,15
0.34,0.1343,7
0.34,0.1343,5
0.32,0.0896,4
0.32,0.1343,28
0.34,0.194,99
0.32,0.0896,292
0.34,0.0896,402
0.36,0.194,164
0.4,0.194,110
0.44,0.194,120
0.5,0.194,179
0.52,0.2537,169
0.52,0.1642,152
0.52,0.1642,162
0.52,0.194,267
0.48,0.0896,498
0.46,0.1343,433
0.44,0.0896,252
0.42,0.1045,209
0.4,0.1343,144
0.4,0,137
0.4,0.0896,95
0.4,0,43
0.4,0,17
0.4,0,10
0.38,0.1642,8
0.38,0.0896,7
0.38,0,23
0.38,0.0896,66
0.4,0.2239,245
0.4,0.3582,395
0.42,0.4627,254
0.42,0.3284,134
0.44,0.4478,162
0.48,0.4925,197
0.44,0.4179,194
0.44,0.2985,201
0.46,0.3881,237
0.46,0.3881,290
0.42,0.3582,480
0.42,0.4627,374
0.4,0.3582,196
0.36,0.2836,186
0.34,0.2537,123
0.34,0.3284,115
0.32,0.3284,89
0.32,0.3582,52
0.32,0.2985,62
0.3,0.3284,31
0.3,0.2985,8
0.28,0.3284,8
0.26,0.3284,2
0.26,0.2537,23
0.26,0.2836,34
0.28,0.3284,84
0.3,0.2985,141
0.32,0.2537,227
0.36,0.1045,238
0.36,0.1642,372
0.4,0.1045,355
0.42,0.1343,386
0.4,0.194,343
0.4,0.2239,335
0.38,0.1642,334
0.36,0.0896,237
0.34,0,204
0.32,0,165
0.32,0,118
0.3,0,82
0.28,0,85
0.28,0,75
0.26,0,115
0.26,0,29
0.24,0,9
0.24,0,6
0.24,0.1343,5
0.26,0.0896,16
0.26,0.1045,28
0.28,0.0896,90
0.3,0.0896,170
0.36,0.0896,262
0.42,0.0896,320
0.44,0,346
0.46,0.1642,314
0.46,0.194,320
0.48,0.194,306
0.46,0.2239,347
0.44,0.1642,256
0.42,0.1045,185
0.38,0.194,151
0.36,0.1045,116
0.36,0.0896,88
0.36,0,45
0.34,0.0896,50
0.34,0,15
0.34,0,8
0.32,0,2
0.32,0,3
0.32,0,6
0.3,0,26
0.28,0,99
0.28,0,311
0.3,0.0896,410
0.34,0.1343,174
0.36,0.1343,123
0.42,0.1045,128
0.46,0,179
0.54,0.0896,189
0.56,0.1642,145
0.56,0.1045,170
0.52,0,295
0.5,0.1642,528
0.46,0.1045,425
0.46,0,300
0.4,0,204
0.38,0.1045,139
0.36,0.0896,108
0.36,0.0896,48
0.34,0.0896,18
0.32,0.1045,11
0.32,0,1
0.32,0,3
0.3,0,4
0.3,0.0896,18
0.3,0,99
0.3,0.1045,323
0.32,0.1045,466
0.36,0,191
0.42,0.0896,129
0.46,0.1343,147
0.52,0.1343,203
0.54,0.1642,196
0.56,0.1045,161
0.58,0.1045,188
0.56,0.1343,289
0.52,0.1642,499
0.48,0.1343,462
0.46,0,278
0.4,0,181
0.4,0,182
0.36,0,108
0.36,0,48
0.36,0,13
0.34,0,10
0.32,0,5
0.32,0,4
0.32,0,4
0.3,0,28
0.3,0,98
0.3,0,300
0.32,0,456
0.34,0,219
0.4,0.1045,105
0.46,0.1642,152
0.5,0.1642,180
0.5,0.1642,167
0.52,0.1642,179
0.52,0.2239,151
0.52,0.194,281
0.46,0.1045,485
0.44,0.1045,408
0.44,0.1045,304
0.44,0,219
0.4,0,161
0.4,0,114
0.38,0,66
0.4,0,24
0.4,0,11
0.38,0,5
0.38,0.0896,11
0.38,0.0896,3
0.36,0.1343,23
0.36,0.1343,114
0.38,0.1642,272
0.4,0.0896,436
0.42,0.1045,211
0.44,0.2239,117
0.46,0.3881,108
0.42,0.3582,167
0.36,0.3582,96
0.36,0.2836,64
0.36,0.2985,62
0.36,0.2239,73
0.36,0.2239,177
0.36,0.1642,273
0.36,0.2239,211
0.36,0.2836,168
0.36,0.2537,136
0.36,0.2836,89
0.34,0.1642,82
0.34,0.2537,66
0.32,0.3284,19
0.32,0.2836,11
0.3,0.194,6
0.3,0.194,8
0.3,0.2537,13
0.28,0.3284,46
0.28,0.2537,121
0.3,0.3582,258
0.32,0.4478,201
0.32,0.5522,200
0.34,0.4925,170
0.34,0.4627,239
0.38,0.5522,236
0.38,0.4627,247
0.36,0.4179,216
0.36,0.3284,238
0.34,0.3284,310
0.34,0.2537,208
0.32,0.1642,199
0.32,0.194,109
0.3,0.1642,83
0.32,0.194,91
0.3,0.0896,73
0.24,0.1343,64
0.24,0.1343,54
0.24,0.0896,46
0.24,0.1343,17
0.2,0.1343,7
0.22,0.0896,4
0.22,0.1642,7
0.22,0.194,27
0.26,0.194,101
0.3,0.1642,160
0.34,0.2836,232
0.38,0.2836,315
0.44,0.2836,366
0.48,0.2836,353
0.5,0.2985,435
0.52,0.2836,386
0.52,0.2537,361
0.5,0.2537,285
0.42,0.194,203
0.42,0.2537,171
0.42,0.2836,132
0.42,0.2836,122
0.42,0.2537,118
0.4,0.1642,101
0.4,0.194,73
0.36,0.194,71
0.36,0.1045,57
0.36,0.1343,28
0.36,0.1343,6
0.34,0.1642,5
0.34,0.1343,23
0.34,0.2239,43
0.34,0.0896,79
0.4,0.2836,135
0.44,0.3284,241
0.46,0.4179,295
0.52,0.4179,354
0.52,0.4179,339
0.54,0.4925,371
0.5,0.3284,310
0.54,0.3881,319
0.52,0.3284,231
0.52,0.3284,190
0.5,0.3582,157
0.5,0.3582,139
0.48,0.2537,95
0.48,0.3881,89
0.46,0.2985,67
0.46,0.2836,30
0.46,0.2985,11
0.46,0.3582,17
0.44,0.2836,7
0.44,0.2239,5
0.44,0.2537,19
0.44,0.2239,114
0.44,0.2537,322
0.46,0.194,452
0.48,0.3284,233
0.5,0.2836,111
0.54,0.2836,128
0.56,0.2985,202
0.6,0.3881,203
0.62,0.4478,185
0.64,0.3284,195
0.62,0.4179,315
0.62,0.2537,519
0.56,0.2836,489
0.6,0.2985,302
0.6,0.3582,240
0.6,0.3582,213
0.58,0.3582,113
0.56,0.2985,61
0.56,0.3582,22
0.56,0.2985,10
0.56,0.2537,15
0.54,0.3284,4
0.56,0.2985,7
0.54,0.2836,28
0.56,0.0896,108
0.54,0.1642,319
0.54,0.1045,480
0.56,0.0896,200
0.56,0.2836,138
0.56,0.194,134
0.54,0,176
0.54,0.2239,153
0.54,0.2836,147
0.54,0.1343,191
0.52,0.1343,271
0.5,0.194,451
0.5,0.2836,441
0.5,0.3582,286
0.48,0.1343,238
0.5,0.0896,168
0.46,0.1045,128
0.46,0.1045,80
0.46,0,31
0.46,0.0896,5
0.46,0.1045,10
0.46,0.1045,5
0.44,0.2239,4
0.46,0.1045,13
0.46,0.0896,56
0.46,0,137
0.46,0,232
0.46,0,82
0.46,0,36
0.46,0.0896,60
0.46,0,54
0.46,0.1343,58
0.46,0.1343,61
0.48,0.1045,66
0.48,0.1045,123
0.48,0.194,233
0.46,0.3881,189
0.46,0.3881,111
0.44,0.3881,99
0.44,0.2836,75
0.42,0.2239,46
0.42,0.1343,31
0.42,0.2537,24
0.42,0.1642,5
0.42,0.2239,5
0.42,0.3284,3
0.4,0.4179,4
0.34,0.3284,22
0.36,0.2239,75
0.34,0.2836,168
0.34,0.2985,355
0.34,0.3284,198
0.34,0.3284,81
0.32,0.3284,97
0.34,0.2985,121
0.34,0.4478,124
0.34,0.3881,110
0.34,0.4478,116
0.32,0.4179,195
0.32,0.3881,399
0.32,0.194,307
0.3,0.2239,217
0.3,0.2836,169
0.3,0.2537,116
0.26,0.2537,84
0.26,0.2239,58
0.26,0.1642,30
0.26,0.3284,10
0.24,0.2239,10
0.24,0.2836,2
0.22,0.1642,5
0.22,0.1343,22
0.22,0.0896,71
0.22,0.1642,216
0.22,0.194,375
0.26,0.194,213
0.26,0.2836,115
0.3,0.1343,140
0.32,0,165
0.34,0.2239,177
0.34,0.1343,154
0.34,0.1343,178
0.34,0.1343,209
0.32,0.1343,378
0.3,0.1642,328
0.28,0.1642,190
0.28,0.194,137
0.28,0.1642,111
0.26,0.1045,97
0.26,0.1343,59
0.26,0.194,53
0.26,0.2985,35
0.24,0.1642,46
0.26,0.2537,15
0.26,0.3284,8
0.24,0.2537,2
0.24,0.3284,12
0.24,0.2537,41
0.26,0.2537,92
0.28,0.2985,142
0.32,0.2537,200
0.36,0,233
0.4,0.2836,311
0.42,0.2836,363
0.42,0.2985,349
0.42,0.194,382
0.42,0.2985,287
0.4,0.194,232
0.38,0.1343,208
0.34,0.1343,182
0.36,0.1045,163
0.36,0.194,108
0.38,0.1642,106
0.38,0.2239,93
0.38,0.1642,93
0.4,0.2537,84
0.4,0.2836,56
0.4,0.2836,37
0.4,0.2836,12
0.42,0.2836,4
0.42,0.2537,9
0.42,0.2239,23
0.42,0.2836,65
0.44,0.1642,138
0.44,0.1045,229
0.5,0.1045,286
0.5,0.1343,304
0.54,0.194,369
0.52,0.2537,363
0.52,0.194,351
0.52,0.1343,306
0.52,0.194,203
0.54,0.194,145
0.5,0.1045,157
0.52,0.1045,113
0.48,0.0896,105
0.46,0.0896,40
0.46,0.0896,28
0.46,0,17
0.46,0.194,12
0.44,0.194,3
0.44,0.1343,4
0.44,0.1343,5
0.44,0,20
0.42,0,76
0.46,0.1642,246
0.46,0,391
0.48,0.1045,237
0.52,0,135
0.52,0.1045,128
0.5,0.1343,162
0.5,0.1343,134
0.48,0.194,135
0.44,0.2239,108
0.44,0.2239,108
0.42,0.2985,210
0.42,0.194,192
0.4,0.194,137
0.4,0.2239,80
0.4,0.1642,114
0.4,0.1343,78
0.4,0.1642,33
0.38,0.1045,14
0.4,0.1343,6
0.38,0.1045,6
0.38,0.1045,3
0.38,0.1642,7
0.38,0.1642,18
0.38,0.1045,64
0.38,0.2239,121
0.38,0.2239,190
0.4,0,149
0.4,0,52
0.4,0.1343,32
0.4,0.0896,21
0.42,0.0896,26
0.42,0.0896,35
0.44,0,34
0.44,0,62
0.44,0.0896,165
0.44,0,148
0.46,0.1045,111
0.46,0.2239,127
0.46,0.2537,90
0.5,0.194,87
0.48,0.2537,39
0.48,0.2537,16
0.48,0.2985,8
0.5,0.3582,6
0.5,0.3582,3
0.52,0.3582,5
0.46,0.194,17
0.44,0,69
0.46,0.0896,156
0.48,0.1045,323
0.52,0.194,167
0.52,0.194,76
0.5,0.4179,116
0.48,0.4179,160
0.44,0.4925,174
0.42,0.4627,213
0.42,0.4478,207
0.4,0.4627,173
0.38,0.3881,163
0.4,0.5224,145
0.38,0.3881,122
0.36,0.3881,68
0.36,0.4627,66
0.34,0.4478,62
0.34,0.3582,51
0.32,0.2239,23
0.32,0.4179,24
0.3,0.2836,22
0.28,0.1343,5
0.3,0.0896,2
0.3,0.1045,11
0.3,0.0896,6
0.26,0.1045,40
0.3,0.0896,46
0.34,0,81
0.36,0,98
0.42,0.2985,142
0.46,0.2239,150
0.48,0.2239,175
0.5,0.2985,168
0.5,0.2537,149
0.5,0.2836,114
0.48,0.1045,74
0.42,0.0896,37
0.4,0.1045,28
0.36,0.1642,31
0.36,0.1642,26
0.36,0.1642,22
0.34,0.1045,21
0.34,0.1642,29
0.34,0,14
0.28,0.1045,10
0.28,0.1045,2
0.3,0.1045,7
0.28,0,5
0.26,0.1045,13
0.26,0,35
0.26,0.1343,74
0.32,0,95
0.36,0.1642,142
0.4,0.1045,226
0.46,0.1045,272
0.5,0.2239,283
0.52,0.2239,272
0.52,0.194,310
0.5,0.1642,261
0.5,0.1045,184
0.46,0.0896,153
0.42,0,134
0.4,0.0896,95
0.36,0,85
0.34,0.0896,58
0.34,0.1045,33
0.34,0.1045,47
0.32,0.0896,29
0.3,0.1045,23
0.3,0,17
0.3,0,4
0.3,0.1045,3
0.3,0.0896,10
0.26,0.1045,17
0.32,0.0896,60
0.34,0.0896,83
0.36,0,141
0.4,0.1045,230
0.44,0,309
0.48,0,325
0.48,0.1343,299
0.5,0.1045,314
0.46,0.1343,275
0.46,0.1343,184
0.42,0.1642,185
0.4,0.0896,146
0.42,0,141
0.38,0,92
0.38,0,65
0.36,0,69
0.36,0,46
0.36,0,44
0.34,0,31
0.34,0,17
0.34,0.1045,4
0.36,0.194,5
0.38,0.1642,9
0.38,0.2239,23
0.4,0.2985,42
0.46,0.2836,111
0.46,0.2836,189
0.5,0.3582,240
0.54,0.2836,256
0.54,0.194,313
0.62,0.4627,313
0.62,0.2836,317
0.56,0.2537,323
0.54,0.194,204
0.5,0.1642,155
0.48,0.2239,139
0.5,0.2537,104
0.48,0.2836,88
0.48,0.2537,66
0.48,0.2537,32
0.46,0.2836,16
0.46,0.2985,13
0.44,0.2239,5
0.44,0.0896,4
0.4,0,34
0.42,0.0896,104
0.42,0,277
0.42,0,407
0.44,0.2239,208
0.48,0.1343,107
0.52,0.1045,118
0.56,0.1045,178
0.58,0,162
0.6,0,143
0.58,0.1642,150
0.56,0.194,264
0.58,0.194,468
0.56,0.2239,416
0.54,0.2239,264
0.54,0.2537,218
0.54,0.2239,156
0.52,0.1045,109
0.52,0.1343,46
0.52,0,22
0.52,0.0896,17
0.5,0,5
0.5,0,2
0.52,0.3284,6
0.5,0.2836,22
0.52,0.2836,89
0.52,0.2239,342
0.54,0.2836,449
0.56,0.4179,202
0.56,0.4179,36
0.5,0.2985,11
0.42,0.4179,18
0.42,0.2836,22
0.4,0.194,36
0.4,0.3284,65
0.4,0.2239,151
0.4,0.2985,354
0.4,0.2985,358
0.4,0.3284,250
0.38,0.2537,184
0.38,0.2537,125
0.38,0.2985,95
0.36,0.3881,53
0.36,0.4179,24
0.34,0.3284,8
0.32,0.1642,5
0.32,0.1642,1
0.3,0.2239,5
0.28,0.194,22
0.26,0.1045,103
0.26,0.1045,285
0.28,0.194,478
0.3,0.2836,193
0.34,0.2239,110
0.38,0.2985,122
0.36,0.2836,160
0.38,0.3582,147
0.38,0.3582,112
0.36,0.3284,115
0.36,0.2836,226
0.34,0.3284,380
0.34,0.3284,376
0.32,0.2836,279
0.32,0.2836,190
0.32,0.3881,135
0.3,0.2985,87
0.28,0.2836,50
0.28,0.3284,20
0.26,0.2836,10
0.26,0.2985,9
0.26,0.2537,7
0.26,0.2836,1
0.26,0.2537,24
0.24,0.2836,97
0.24,0.3582,276
0.26,0.3284,477
0.3,0.3284,224
0.32,0.2985,93
0.34,0.2537,102
0.36,0.2239,148
0.4,0.2239,154
0.4,0.2239,150
0.4,0.2239,154
0.4,0.194,201
0.36,0.1343,418
0.36,0.1045,405
0.34,0.1045,228
0.34,0.1045,190
0.3,0.1045,162
0.3,0,104
0.26,0.0896,73
0.26,0.0896,38
0.24,0,15
0.24,0,10
0.22,0,1
0.22,0,3
0.22,0.0896,23
0.22,0,87
0.22,0.0896,205
0.24,0,445
0.28,0,246
0.3,0.2239,105
0.34,0.1642,160
0.36,0.1343,204
0.4,0.1343,207
0.42,0.1045,170
0.42,0.0896,199
0.42,0.0896,276
0.42,0,411
0.4,0,372
0.34,0.2537,265
0.38,0.2836,190
0.34,0.194,111
0.32,0.194,102
0.32,0.2836,95
0.3,0.2537,75
0.26,0.194,71
0.26,0.1642,50
0.24,0.1343,9
0.22,0.1343,8
0.24,0.0896,6
0.24,0.1045,11
0.22,0.0896,26
0.24,0.0896,63
0.26,0.1045,124
0.32,0.1343,195
0.32,0.0896,275
0.36,0,358
0.36,0.0896,292
0.36,0,343
0.38,0,337
0.38,0,305
0.36,0,232
0.34,0.1343,224
0.3,0.0896,175
0.3,0.0896,127
0.3,0.0896,109
0.32,0.0896,114
0.3,0.1343,85
0.3,0.1045,83
0.3,0.0896,74
0.26,0,62
0.28,0,41
0.26,0,11
0.26,0,4
0.24,0,4
0.26,0,26
0.26,0,55
0.3,0,126
0.32,0.1343,216
0.34,0.1642,254
0.36,0.1642,329
0.4,0.2239,357
0.42,0.1343,323
0.42,0.194,296
0.42,0.2239,330
0.38,0.1343,245
0.38,0,171
0.38,0,173
0.36,0.1343,124
0.36,0.1045,72
0.34,0.1045,64
0.34,0.1045,45
0.32,0.0896,24
0.32,0,12
0.32,0,8
0.32,0,2
0.3,0.1045,7
0.3,0.1045,25
0.3,0.0896,90
0.32,0,283
0.32,0,404
0.36,0.0896,190
0.36,0.0896,87
0.36,0.0896,123
0.4,0.1045,154
0.42,0.0896,171
0.46,0,133
0.46,0.0896,148
0.5,0.0896,248
0.42,0,446
0.44,0,399
0.46,0,308
0.46,0.1045,205
0.44,0.0896,176
0.44,0.1343,106
0.46,0.1343,62
0.5,0.2985,28
0.46,0.2985,16
0.46,0.194,3
0.46,0.194,3
0.46,0.2239,7
0.46,0.2239,20
0.44,0.2836,86
0.46,0.194,234
0.46,0.194,414
0.46,0.2239,204
0.46,0.2836,50
0.46,0.2537,32
0.46,0.2239,55
0.46,0.194,71
0.48,0.2239,75
0.5,0.194,45
0.46,0.2537,88
0.46,0.2239,262
0.46,0.2836,304
0.46,0.2985,233
0.46,0.2985,110
0.44,0.194,114
0.46,0.1642,87
0.46,0.1642,53
0.44,0.194,33
0.46,0.2537,13
0.46,0.2239,6
0.46,0.2239,3
0.46,0.1642,1
0.46,0.1642,3
0.48,0.4179,18
0.44,0.1045,46
0.44,0,86
0.44,0.2537,64
0.44,0.0896,33
0.44,0.0896,50
0.44,0.1343,33
0.44,0.194,33
0.44,0.194,25
0.42,0.2239,30
0.42,0.194,31
0.4,0.3284,52
0.4,0.2985,51
0.34,0.6418,33
0.34,0.6418,26
0.3,0.5224,6
0.24,0.4478,13
0.24,0.3881,16
0.26,0.2985,21
0.26,0.3582,7
0.28,0.2239,4
0.26,0.2985,1
0.24,0.4627,2
0.22,0.2239,12
0.22,0.2836,71
0.22,0.2239,244
0.22,0.2836,429
0.24,0.3881,225
0.26,0.3284,110
0.28,0.2537,106
0.28,0.3284,156
0.3,0.3582,124
0.32,0.2537,137
0.32,0.1343,117
0.32,0.194,208
0.3,0.1045,331
0.28,0.2239,318
0.26,0.1045,232
0.26,0.1045,175
0.28,0.0896,139
0.26,0.1343,92
0.24,0.1045,61
0.24,0,34
0.24,0,14
0.24,0,12
0.22,0,6
0.22,0,2
0.22,0,20
0.22,0.0896,63
0.22,0.0896,199
0.24,0,385
0.26,0.0896,264
0.3,0.1642,126
0.32,0.2537,136
0.36,0.2985,173
0.38,0.194,168
0.38,0.2836,187
0.38,0.2836,189
0.36,0.1343,250
0.34,0.1045,362
0.34,0,318
0.34,0,199
0.3,0,150
0.3,0,140
0.28,0,129
0.28,0,94
0.26,0.1045,77
0.26,0.1642,66
0.28,0.0896,60
0.28,0.0896,25
0.26,0.1045,3
0.26,0.1642,6
0.24,0.1045,11
0.24,0.194,11
0.26,0.1343,73
0.28,0.2836,149
0.32,0.2537,192
0.32,0.4179,236
0.32,0.4179,283
0.34,0.4179,286
0.34,0.3284,293
0.34,0.3582,299
0.32,0.3881,241
0.28,0.3284,185
0.26,0.2239,172
0.26,0.2836,154
0.24,0.2239,124
0.22,0.2239,83
0.22,0.1343,95
0.2,0.1642,66
0.2,0.2239,74
0.16,0.2239,62
0.18,0.2537,52
0.16,0.1343,19
0.16,0.1642,5
0.18,0.1045,6
0.16,0,10
0.18,0,31
0.16,0,72
0.2,0,107
0.24,0,194
0.26,0,197
0.26,0,288
0.3,0,268
0.3,0,242
0.3,0,266
0.3,0,206
0.28,0,163
0.24,0.194,163
0.22,0.194,105
0.22,0.1045,72
0.22,0,63
0.22,0,43
0.2,0,35
0.2,0.0896,20
0.2,0,9
0.2,0,4
0.18,0,2
0.18,0,3
0.16,0,21
0.16,0.1045,64
0.14,0.1343,235
0.16,0.1045,385
0.18,0.0896,220
0.22,0.1045,105
0.26,0.0896,115
0.28,0.1045,145
0.3,0.1045,166
0.32,0.1343,111
0.32,0.1045,132
0.32,0.0896,214
0.3,0,359
0.3,0.0896,357
0.28,0.0896,241
0.3,0.0896,165
0.26,0,121
0.26,0,71
0.24,0,45
0.22,0,17
0.2,0,4
0.2,0,2
0.18,0,3
0.2,0,4
0.18,0,20
0.2,0,92
0.16,0.1642,223
0.2,0.1045,400
0.26,0.1642,233
0.3,0.1642,102
0.34,0.2537,124
0.36,0.3582,167
0.4,0.3284,127
0.4,0.2537,134
0.4,0.2537,151
0.38,0.2537,207
0.36,0.194,398
0.34,0.2239,382
0.32,0.1642,267
0.32,0.1642,161
0.3,0.1642,139
0.3,0.1642,107
0.26,0,59
0.26,0,22
0.26,0,8
0.26,0,2
0.28,0,3
0.26,0,4
0.26,0,26
0.26,0,87
0.28,0,247
0.26,0,467
0.3,0,239
0.32,0,142
0.34,0,115
0.36,0.0896,144
0.36,0.1045,133
0.38,0.0896,151
0.38,0.1045,167
0.38,0.1045,245
0.36,0.1045,396
0.36,0.1642,390
0.36,0.1045,268
0.34,0.1045,175
0.34,0.1642,154
0.34,0.1642,104
0.32,0.1642,51
0.32,0.1642,50
0.32,0.1642,20
0.32,0.1343,7
0.32,0.1343,3
0.32,0.2239,6
0.32,0.2836,24
0.32,0.194,92
0.32,0.194,258
0.34,0.2239,457
0.36,0.2836,280
0.4,0.2985,109
0.4,0.4179,135
0.46,0.4925,157
0.5,0.3582,164
0.52,0.3284,132
0.52,0.2239,82
0.46,0.1642,131
0.52,0.2836,324
0.52,0.2985,377
0.52,0.2836,287
0.52,0.3284,221
0.5,0.2985,155
0.52,0.3284,124
0.52,0.3284,114
0.5,0.3284,72
0.5,0.2239,31
0.48,0.1045,23
0.46,0.1343,5
0.5,0.194,5
0.48,0.3881,26
0.44,0.2985,82
0.38,0.2985,231
0.36,0.4179,459
0.36,0.3881,243
0.34,0.2985,132
0.34,0.2985,144
0.34,0.3582,173
0.34,0.3582,137
0.34,0.2239,128
0.32,0.2985,153
0.32,0.2239,224
0.32,0.2836,365
0.32,0.2537,295
0.32,0.2239,214
0.32,0.194,152
0.32,0.1642,102
0.3,0.1642,106
0.3,0.1343,75
0.3,0.2836,62
0.3,0.2537,43
0.28,0.2239,58
0.26,0.194,26
0.24,0.1642,9
0.26,0.194,9
0.26,0.2836,17
0.26,0.2239,20
0.26,0.2239,59
0.26,0.2537,100
0.26,0.2836,181
0.28,0.3284,209
0.28,0.2836,244
0.28,0.2537,236
0.28,0.3582,237
0.28,0.2836,228
0.28,0.2239,222
0.26,0.2239,165
0.26,0.3881,157
0.24,0.3284,106
0.22,0.2537,106
0.2,0.1642,96
0.2,0.1642,80
0.2,0,69
0.2,0.1343,71
0.2,0.1045,46
0.22,0.1045,41
0.22,0.2239,18
0.22,0.2239,1
0.2,0.1045,5
0.2,0.1343,3
0.2,0.1642,12
0.2,0,32
0.22,0.1642,81
0.24,0.2537,129
0.24,0.2239,188
0.26,0.2239,228
0.3,0.2985,228
0.3,0.2836,219
0.32,0.2836,207
0.28,0.2537,234
0.28,0.1642,136
0.28,0.194,138
0.26,0.1343,135
0.24,0.1045,104
0.22,0,89
0.22,0.194,49
0.2,0.1045,37
0.2,0.0896,17
0.18,0.0896,11
0.18,0.0896,3
0.16,0.0896,3
0.16,0.1343,4
0.14,0.1045,21
0.16,0.1045,68
0.18,0.1045,191
0.2,0.194,397
0.22,0.2239,183
0.24,0.194,108
0.26,0.2537,127
0.3,0.3284,141
0.34,0.3284,142
0.36,0.2239,137
0.38,0.1642,159
0.4,0.2537,208
0.38,0.194,378
0.36,0.194,354
0.36,0.1642,251
0.4,0.1642,206
0.36,0.1343,127
0.36,0.1642,107
0.36,0.1642,60
0.36,0.1045,21
0.36,0,6
0.34,0,11
0.34,0,2
0.36,0.1045,4
0.36,0,15
0.36,0,72
0.36,0,268
0.42,0.0896,432
0.36,0,259
0.42,0.194,129
0.4,0.1642,129
0.44,0.1343,175
0.44,0.1343,181
0.44,0.1045,138
0.44,0,154
0.44,0,238
0.4,0.1642,431
0.38,0.194,411
0.38,0,224
0.36,0,147
0.36,0.0896,143
0.36,0,107
0.38,0,53
0.34,0.1343,25
0.36,0.1045,11
0.36,0,4
0.36,0,2
0.36,0,2
0.38,0.1045,28
0.36,0,76
0.36,0.1045,229
0.36,0,405
0.4,0.2239,234
0.48,0.4179,89
0.48,0.4179,56
0.46,0.3881,61
0.44,0.2985,58
0.48,0.3582,51
0.48,0.3881,61
0.44,0.3284,101
0.44,0.3284,229
0.44,0.2985,280
0.5,0.3284,209
0.5,0.3582,167
0.5,0.2836,123
0.5,0.2537,105
0.5,0.194,54
0.5,0.1045,27
0.44,0.0896,15
0.48,0.1045,11
0.44,0.1642,6
0.38,0.1343,3
0.38,0,16
0.36,0,64
0.34,0,186
0.36,0,343
0.38,0.0896,228
